b'http://images2.chictopia.com/photos/elizabethkeene/2017067973/nude-jimmy-choo-shoes-peach-asilio-dress-peach-cmeo-collective-jacket_400.jpg',2017-06-23,b'elizabethkeene',b'Classic;Everyday;Summer;bobbysocks;',"b""In honor of Throwback Thursday I decided to share this feminine look that I wore during Paris Fashion week. The pink hues made me feel like such a lady and the full skirt gave me a little extra pep in my step. There's just something about Paris that makes me feel so romantic. I guess I wanted an outfit that was as romantic as the city. Mission accomplished.""",b'nude:Jimmy Choo shoes;'
b'http://images2.chictopia.com/photos/Aphrodite/3330949895/army-green-silk-dress_400.jpg',2017-06-22,b'Aphrodite',b'Comfortable;Other;Summer;',"b'My favourite dress, today.'",b''
b'http://images0.chictopia.com/photos/Aphrodite/8095641314/red-polka-dot-zara-dress_400.jpg',2017-06-18,b'Aphrodite',b'Sexy;Work;Summer;',b'I sang my heart out. I danced all my troubles away.',b'red:Zara dress;'
b'http://images2.chictopia.com/photos/elizabethkeene/2676100527/turquoise-blue-adelyn-rae-dress-charlotte-russe-earrings_400.jpg',2017-06-19,b'elizabethkeene',b'Casual;Everyday;Summer;',"b""Long, flowing healthy hair is one of those things that we all strive to have, but with dyes, frequent use of hot tools and products that totally dry out our hair (ahem, hairspray) it seems to be something that is so hard to come by. I wanted to find a product that would restore my strands and have them looking their absolute best this summer, so I decided to try Hair Food. Hair Food is inspired by super foods and their new Color Protect Collection doesn't contain any sulfates or parabens so I knew right away that it was for me. I've been using the conditioner weekly and I always leave it in my hair for a few hours while I work on the computer. This allows the conditioner to really penetrate my strands and gives me longer lasting softness, something that my hair is in desperate need of since we live in such a dry climate. Once I became hooked on the Shampoo & Conditioner I decided to give their dry shampoo a try - It smells delicious, blends into my hair quickly and gives my mane a little extra bounce when it's looking limp between washes.""",b'turquoise blue:Adelyn Rae dress;'
b'http://images0.chictopia.com/photos/elizabethkeene/2532220404/light-pink-forever-21-dress_400.jpg',2017-06-16,b'elizabethkeene',b'Elegant;Everyday;Summer;',b'Always craving that cool ocean breeze.',b'light pink:Forever 21 dress;'
b'http://images2.chictopia.com/photos/Aphrodite/3172888484/aquamarine-silk-dress_400.jpg',2017-06-16,b'Aphrodite',b'Romantic;Other;Summer;',b'This is probably my prettiest dress. Today at least. I feel like a first lady in it. And the gorgeous shoes I didn\xe2\x80\x99t buy.',b'aquamarine:3.1 Phillip Lim dress;'
b'http://images2.chictopia.com/photos/Aphrodite/2320960521/red-princess-dress_400.jpg',2017-06-11,b'Aphrodite',b'Classic;Other;Summer;',b'<3',b'red:custom made dress;'
b'http://images2.chictopia.com/photos/elizabethkeene/6887139985/trina-turk-shoes-gold-lulus-dress-beige-hat-attack-hat-lulus-bag_400.jpg',2017-06-08,b'elizabethkeene',b'Classic;Everyday;Summer;',"b""For my trip to Playa Del Carmen, I wanted outfits that were flowy, colorful, feminine and fun. So I brought pretty maxi's, flirty ruffles and sassy rompers to help me look chic while beating the heat.""",b':Trina Turk shoes;'
b'http://images2.chictopia.com/photos/Aphrodite/2006656182/white-summer-vintage-dress_400.jpg',2017-06-08,b'Aphrodite',b'60s;Other;Summer;',b'<3',b'white:vintage dress;'
b'http://images2.chictopia.com/photos/Aphrodite/1692330636/gold-chain-chanel-belt_400.jpg',2017-06-05,b'Aphrodite',b'Hippie;Other;Summer;',b'<3',b'blue:vintage dress;'
b'http://images2.chictopia.com/photos/Beeswonderland/4507313597/forever-21-shoes-front-row-shop-dress_400.jpg',2017-05-29,b'Beeswonderland',b'Elegant;Cocktail;spring;',b'More on beeswonderland.com',b':Forever 21 shoes;'
b'http://images2.chictopia.com/photos/Aphrodite/3792365585/green-mango-dress_400.jpg',2017-06-05,b'Aphrodite',b'Romantic;Other;Summer;',"b""This dress is so old I had to go check who did it. I wasn\xe2\x80\x99t sure if it\xe2\x80\x99s Mango, Zara or Topshop. I remember buying it in Manila almost 15 years ago. I was right with my first guess. Mango. A lot of fabric but light and airy. Perfect for twirling. The flowers are pretty. If you are like me who love florals, like me, you\xe2\x80\x99d know which floral is good. Because you have too many. Sexy back as well cuz it\xe2\x80\x99s not for me unless it\xe2\x80\x99s designed to show off my best 'accessory'- my spine tattoo. (Wink) I have committed the crime of altering master pieces that were not backless. You don't edit a Donna? But to update a Marilyn, you gotta have ink. I\xe2\x80\x99d wear this one till it dies on me.\xc2\xa0""",b'green:Mango dress;'
b'http://images2.chictopia.com/photos/Aphrodite/10044678317/green-floral-mango-dress_400.jpg',2017-05-27,b'Aphrodite',b'Romantic;Work;Summer;',b'After the show. Heavy night for me but home is two hundred steps away and there is my sleeping baby.',b'green:Mango dress;'
b'http://images0.chictopia.com/photos/Aphrodite/9297325365/black-dress_400.jpg',2017-05-24,b'Aphrodite',b'Romantic;Other;Summer;',b'<3',b'black:Valentino dress;'
b'http://images2.chictopia.com/photos/elizabethkeene/5659253901/white-ted-baker-dress_400.jpg',2017-05-22,b'elizabethkeene',b'Chic;Everyday;Summer;',b'Spent a wonderful weekend in pastels & in pretty sunnies.',b'white:ted baker dress;'
